Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
Loading model...
Loading dataset...
The dataset has 18,864 samples!
The augumentation is OFF
Loading accelerator...
🚀 Accelerator launching on 1 GPU(s)
Starting training...
 Epochs:   0%|          | 0/10 [00:00<?, ?it/s]
 31%|███       | 5791/18864 [1:06:32<2:29:38,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 32s][A
 31%|███       | 5792/18864 [1:06:32<2:29:37,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 32s][A
 31%|███       | 5792/18864 [1:06:32<2:29:37,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 32s][A
 31%|███       | 5793/18864 [1:06:32<2:29:35,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 32s][A
 31%|███       | 5793/18864 [1:06:33<2:29:35,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=1h 6m 33s][A
 31%|███       | 5794/18864 [1:06:33<2:29:32,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=1h 6m 33s][A
 31%|███       | 5794/18864 [1:06:34<2:29:32,  1.46it/s, Loss=0.208 (L1:0.33, MSE:0.21), Free VRAM=33.3GiB, Time=1h 6m 34s][A
 31%|███       | 5795/18864 [1:06:34<2:29:32,  1.46it/s, Loss=0.208 (L1:0.33, MSE:0.21), Free VRAM=33.3GiB, Time=1h 6m 34s][A
 31%|███       | 5795/18864 [1:06:34<2:29:32,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 34s][A
 31%|███       | 5796/18864 [1:06:34<2:29:30,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 34s][A
 31%|███       | 5796/18864 [1:06:35<2:29:30,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 35s][A
 31%|███       | 5797/18864 [1:06:35<2:29:31,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 35s][A
 31%|███       | 5797/18864 [1:06:36<2:29:31,  1.46it/s, Loss=0.211 (L1:0.31, MSE:0.21), Free VRAM=33.3GiB, Time=1h 6m 36s][A
 31%|███       | 5798/18864 [1:06:36<2:29:30,  1.46it/s, Loss=0.211 (L1:0.31, MSE:0.21), Free VRAM=33.3GiB, Time=1h 6m 36s][A
 31%|███       | 5798/18864 [1:06:37<2:29:30,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 36s][A
 31%|███       | 5799/18864 [1:06:37<2:29:34,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 36s][A
 31%|███       | 5799/18864 [1:06:37<2:29:34,  1.46it/s, Loss=0.007 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=1h 6m 37s][A
 31%|███       | 5800/18864 [1:06:37<2:41:53,  1.34it/s, Loss=0.007 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=1h 6m 37s][A
 31%|███       | 5800/18864 [1:06:38<2:41:53,  1.34it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 38s][A
 31%|███       | 5801/18864 [1:06:38<2:40:09,  1.36it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 38s][A
 31%|███       | 5801/18864 [1:06:39<2:40:09,  1.36it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 39s][A
 31%|███       | 5802/18864 [1:06:39<2:37:00,  1.39it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 39s][A
 31%|███       | 5802/18864 [1:06:40<2:37:00,  1.39it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 39s][A
 31%|███       | 5803/18864 [1:06:40<2:34:43,  1.41it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 39s][A
 31%|███       | 5803/18864 [1:06:40<2:34:43,  1.41it/s, Loss=0.004 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 40s][A
 31%|███       | 5804/18864 [1:06:40<2:33:08,  1.42it/s, Loss=0.004 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 40s][A
 31%|███       | 5804/18864 [1:06:41<2:33:08,  1.42it/s, Loss=0.154 (L1:0.29, MSE:0.15), Free VRAM=33.3GiB, Time=1h 6m 41s][A
 31%|███       | 5805/18864 [1:06:41<2:32:00,  1.43it/s, Loss=0.154 (L1:0.29, MSE:0.15), Free VRAM=33.3GiB, Time=1h 6m 41s][A
 31%|███       | 5805/18864 [1:06:42<2:32:00,  1.43it/s, Loss=0.006 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=1h 6m 41s][A
 31%|███       | 5806/18864 [1:06:42<2:31:15,  1.44it/s, Loss=0.006 (L1:0.06, MSE:0.01), Free VRAM=33.3GiB, Time=1h 6m 41s][A
 31%|███       | 5806/18864 [1:06:42<2:31:15,  1.44it/s, Loss=0.390 (L1:0.47, MSE:0.39), Free VRAM=33.3GiB, Time=1h 6m 42s][A
 31%|███       | 5807/18864 [1:06:42<2:30:40,  1.44it/s, Loss=0.390 (L1:0.47, MSE:0.39), Free VRAM=33.3GiB, Time=1h 6m 42s][A
 31%|███       | 5807/18864 [1:06:43<2:30:40,  1.44it/s, Loss=0.004 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 43s][A
 31%|███       | 5808/18864 [1:06:43<2:30:16,  1.45it/s, Loss=0.004 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 43s][A
 31%|███       | 5808/18864 [1:06:44<2:30:16,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 44s][A
 31%|███       | 5809/18864 [1:06:44<2:29:58,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 44s][A
 31%|███       | 5809/18864 [1:06:44<2:29:58,  1.45it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 44s][A
 31%|███       | 5810/18864 [1:06:44<2:29:47,  1.45it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 44s][A
 31%|███       | 5810/18864 [1:06:45<2:29:47,  1.45it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 45s][A
 31%|███       | 5811/18864 [1:06:45<2:29:39,  1.45it/s, Loss=0.002 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 45s][A
 31%|███       | 5811/18864 [1:06:46<2:29:39,  1.45it/s, Loss=0.023 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=1h 6m 46s][A
 31%|███       | 5812/18864 [1:06:46<2:29:36,  1.45it/s, Loss=0.023 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=1h 6m 46s][A
 31%|███       | 5812/18864 [1:06:46<2:29:36,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 46s][A
 31%|███       | 5813/18864 [1:06:46<2:29:31,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 46s][A
 31%|███       | 5813/18864 [1:06:47<2:29:31,  1.45it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=1h 6m 47s][A
 31%|███       | 5814/18864 [1:06:47<2:29:28,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=1h 6m 47s][A
 31%|███       | 5814/18864 [1:06:48<2:29:28,  1.46it/s, Loss=0.494 (L1:0.51, MSE:0.49), Free VRAM=33.3GiB, Time=1h 6m 48s][A
 31%|███       | 5815/18864 [1:06:48<2:29:26,  1.46it/s, Loss=0.494 (L1:0.51, MSE:0.49), Free VRAM=33.3GiB, Time=1h 6m 48s][A
 31%|███       | 5815/18864 [1:06:48<2:29:26,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 48s][A
 31%|███       | 5816/18864 [1:06:48<2:29:26,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 48s][A
 31%|███       | 5816/18864 [1:06:49<2:29:26,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 49s][A
 31%|███       | 5817/18864 [1:06:49<2:29:23,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 49s][A
 31%|███       | 5817/18864 [1:06:50<2:29:23,  1.46it/s, Loss=0.023 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=1h 6m 50s][A
 31%|███       | 5818/18864 [1:06:50<2:29:21,  1.46it/s, Loss=0.023 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=1h 6m 50s][A
 31%|███       | 5818/18864 [1:06:50<2:29:21,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 50s][A
 31%|███       | 5819/18864 [1:06:51<2:29:19,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 50s][A
 31%|███       | 5819/18864 [1:06:51<2:29:19,  1.46it/s, Loss=0.026 (L1:0.12, MSE:0.03), Free VRAM=33.3GiB, Time=1h 6m 51s][A
 31%|███       | 5820/18864 [1:06:51<2:29:17,  1.46it/s, Loss=0.026 (L1:0.12, MSE:0.03), Free VRAM=33.3GiB, Time=1h 6m 51s][A
 31%|███       | 5820/18864 [1:06:52<2:29:17,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 52s][A
 31%|███       | 5821/18864 [1:06:52<2:29:15,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 52s][A
 31%|███       | 5821/18864 [1:06:53<2:29:15,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 52s][A
 31%|███       | 5822/18864 [1:06:53<2:29:17,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 52s][A
 31%|███       | 5822/18864 [1:06:53<2:29:17,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 53s][A
 31%|███       | 5823/18864 [1:06:53<2:29:17,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 53s][A
 31%|███       | 5823/18864 [1:06:54<2:29:17,  1.46it/s, Loss=0.052 (L1:0.15, MSE:0.05), Free VRAM=33.3GiB, Time=1h 6m 54s][A
 31%|███       | 5824/18864 [1:06:54<2:29:15,  1.46it/s, Loss=0.052 (L1:0.15, MSE:0.05), Free VRAM=33.3GiB, Time=1h 6m 54s][A
 31%|███       | 5824/18864 [1:06:55<2:29:15,  1.46it/s, Loss=0.041 (L1:0.15, MSE:0.04), Free VRAM=33.3GiB, Time=1h 6m 54s][A
 31%|███       | 5825/18864 [1:06:55<2:29:14,  1.46it/s, Loss=0.041 (L1:0.15, MSE:0.04), Free VRAM=33.3GiB, Time=1h 6m 54s][A
 31%|███       | 5825/18864 [1:06:55<2:29:14,  1.46it/s, Loss=0.004 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 55s][A
 31%|███       | 5826/18864 [1:06:55<2:29:13,  1.46it/s, Loss=0.004 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 55s][A
 31%|███       | 5826/18864 [1:06:56<2:29:13,  1.46it/s, Loss=0.057 (L1:0.16, MSE:0.06), Free VRAM=33.3GiB, Time=1h 6m 56s][A
 31%|███       | 5827/18864 [1:06:56<2:29:10,  1.46it/s, Loss=0.057 (L1:0.16, MSE:0.06), Free VRAM=33.3GiB, Time=1h 6m 56s][A
 31%|███       | 5827/18864 [1:06:57<2:29:10,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 57s][A
 31%|███       | 5828/18864 [1:06:57<2:29:09,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 57s][A
 31%|███       | 5828/18864 [1:06:57<2:29:09,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 57s][A
 31%|███       | 5829/18864 [1:06:57<2:29:09,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 57s][A
 31%|███       | 5829/18864 [1:06:58<2:29:09,  1.46it/s, Loss=0.062 (L1:0.18, MSE:0.06), Free VRAM=33.3GiB, Time=1h 6m 58s][A
 31%|███       | 5830/18864 [1:06:58<2:29:07,  1.46it/s, Loss=0.062 (L1:0.18, MSE:0.06), Free VRAM=33.3GiB, Time=1h 6m 58s][A
 31%|███       | 5830/18864 [1:06:59<2:29:07,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 59s][A
 31%|███       | 5831/18864 [1:06:59<2:29:05,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 6m 59s][A
 31%|███       | 5831/18864 [1:06:59<2:29:05,  1.46it/s, Loss=0.028 (L1:0.11, MSE:0.03), Free VRAM=33.3GiB, Time=1h 6m 59s][A
 31%|███       | 5832/18864 [1:06:59<2:29:06,  1.46it/s, Loss=0.028 (L1:0.11, MSE:0.03), Free VRAM=33.3GiB, Time=1h 6m 59s][A
 31%|███       | 5832/18864 [1:07:00<2:29:06,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 0s] [A
 31%|███       | 5833/18864 [1:07:00<2:29:06,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 0s][A
 31%|███       | 5833/18864 [1:07:01<2:29:06,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 1s][A
 31%|███       | 5834/18864 [1:07:01<2:29:07,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 1s][A
 31%|███       | 5834/18864 [1:07:01<2:29:07,  1.46it/s, Loss=0.313 (L1:0.39, MSE:0.31), Free VRAM=33.3GiB, Time=1h 7m 1s][A
 31%|███       | 5835/18864 [1:07:01<2:29:07,  1.46it/s, Loss=0.313 (L1:0.39, MSE:0.31), Free VRAM=33.3GiB, Time=1h 7m 1s][A
 31%|███       | 5835/18864 [1:07:02<2:29:07,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 2s][A
 31%|███       | 5836/18864 [1:07:02<2:29:03,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 2s][A
 31%|███       | 5836/18864 [1:07:03<2:29:03,  1.46it/s, Loss=0.059 (L1:0.17, MSE:0.06), Free VRAM=33.3GiB, Time=1h 7m 3s][A
 31%|███       | 5837/18864 [1:07:03<2:29:02,  1.46it/s, Loss=0.059 (L1:0.17, MSE:0.06), Free VRAM=33.3GiB, Time=1h 7m 3s][A
 31%|███       | 5837/18864 [1:07:04<2:29:02,  1.46it/s, Loss=0.103 (L1:0.23, MSE:0.10), Free VRAM=33.3GiB, Time=1h 7m 3s][A
 31%|███       | 5838/18864 [1:07:04<2:29:02,  1.46it/s, Loss=0.103 (L1:0.23, MSE:0.10), Free VRAM=33.3GiB, Time=1h 7m 3s][A
 31%|███       | 5838/18864 [1:07:04<2:29:02,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 4s][A
 31%|███       | 5839/18864 [1:07:04<2:29:01,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 4s][A
 31%|███       | 5839/18864 [1:07:05<2:29:01,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 5s][A
 31%|███       | 5840/18864 [1:07:05<2:29:01,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 5s][A
 31%|███       | 5840/18864 [1:07:06<2:29:01,  1.46it/s, Loss=0.099 (L1:0.22, MSE:0.10), Free VRAM=33.3GiB, Time=1h 7m 5s][A
 31%|███       | 5841/18864 [1:07:06<2:28:58,  1.46it/s, Loss=0.099 (L1:0.22, MSE:0.10), Free VRAM=33.3GiB, Time=1h 7m 5s][A
 31%|███       | 5841/18864 [1:07:06<2:28:58,  1.46it/s, Loss=0.329 (L1:0.41, MSE:0.33), Free VRAM=33.3GiB, Time=1h 7m 6s][A
 31%|███       | 5842/18864 [1:07:06<2:28:55,  1.46it/s, Loss=0.329 (L1:0.41, MSE:0.33), Free VRAM=33.3GiB, Time=1h 7m 6s][A
 31%|███       | 5842/18864 [1:07:07<2:28:55,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 7s][A
 31%|███       | 5843/18864 [1:07:07<2:28:54,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 7s][A
 31%|███       | 5843/18864 [1:07:08<2:28:54,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 8s][A
 31%|███       | 5844/18864 [1:07:08<2:28:55,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 8s][A
 31%|███       | 5844/18864 [1:07:08<2:28:55,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 8s][A
 31%|███       | 5845/18864 [1:07:08<2:28:55,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 8s][A
 31%|███       | 5845/18864 [1:07:09<2:28:55,  1.46it/s, Loss=0.137 (L1:0.28, MSE:0.14), Free VRAM=33.3GiB, Time=1h 7m 9s][A
 31%|███       | 5846/18864 [1:07:09<2:28:54,  1.46it/s, Loss=0.137 (L1:0.28, MSE:0.14), Free VRAM=33.3GiB, Time=1h 7m 9s][A
 31%|███       | 5846/18864 [1:07:10<2:28:54,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 10s][A
 31%|███       | 5847/18864 [1:07:10<2:28:54,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 10s][A
 31%|███       | 5847/18864 [1:07:10<2:28:54,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 10s][A
 31%|███       | 5848/18864 [1:07:10<2:28:54,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 10s][A
 31%|███       | 5848/18864 [1:07:11<2:28:54,  1.46it/s, Loss=0.042 (L1:0.14, MSE:0.04), Free VRAM=33.3GiB, Time=1h 7m 11s][A
 31%|███       | 5849/18864 [1:07:11<2:28:54,  1.46it/s, Loss=0.042 (L1:0.14, MSE:0.04), Free VRAM=33.3GiB, Time=1h 7m 11s][A
 31%|███       | 5849/18864 [1:07:12<2:28:54,  1.46it/s, Loss=0.010 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=1h 7m 12s][A
 31%|███       | 5850/18864 [1:07:12<2:28:54,  1.46it/s, Loss=0.010 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=1h 7m 12s][A
 31%|███       | 5850/18864 [1:07:12<2:28:54,  1.46it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 12s][A
 31%|███       | 5851/18864 [1:07:12<2:29:39,  1.45it/s, Loss=0.001 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 12s][A
 31%|███       | 5851/18864 [1:07:13<2:29:39,  1.45it/s, Loss=0.075 (L1:0.20, MSE:0.08), Free VRAM=33.3GiB, Time=1h 7m 13s][A
 31%|███       | 5852/18864 [1:07:13<2:29:24,  1.45it/s, Loss=0.075 (L1:0.20, MSE:0.08), Free VRAM=33.3GiB, Time=1h 7m 13s][A
 31%|███       | 5852/18864 [1:07:14<2:29:24,  1.45it/s, Loss=0.004 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 14s][A
 31%|███       | 5853/18864 [1:07:14<2:29:15,  1.45it/s, Loss=0.004 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 14s][A
 31%|███       | 5853/18864 [1:07:15<2:29:15,  1.45it/s, Loss=0.077 (L1:0.18, MSE:0.08), Free VRAM=33.3GiB, Time=1h 7m 14s][A
 31%|███       | 5854/18864 [1:07:15<2:29:07,  1.45it/s, Loss=0.077 (L1:0.18, MSE:0.08), Free VRAM=33.3GiB, Time=1h 7m 14s][A
 31%|███       | 5854/18864 [1:07:15<2:29:07,  1.45it/s, Loss=0.692 (L1:0.65, MSE:0.69), Free VRAM=33.3GiB, Time=1h 7m 15s][A
 31%|███       | 5855/18864 [1:07:15<2:29:03,  1.45it/s, Loss=0.692 (L1:0.65, MSE:0.69), Free VRAM=33.3GiB, Time=1h 7m 15s][A
 31%|███       | 5855/18864 [1:07:16<2:29:03,  1.45it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 16s][A
 31%|███       | 5856/18864 [1:07:16<2:29:00,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 16s][A
 31%|███       | 5856/18864 [1:07:17<2:29:00,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 16s][A
 31%|███       | 5857/18864 [1:07:17<2:28:57,  1.46it/s, Loss=0.003 (L1:0.04, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 16s][A
 31%|███       | 5857/18864 [1:07:17<2:28:57,  1.46it/s, Loss=0.501 (L1:0.53, MSE:0.50), Free VRAM=33.3GiB, Time=1h 7m 17s][A
 31%|███       | 5858/18864 [1:07:17<2:28:54,  1.46it/s, Loss=0.501 (L1:0.53, MSE:0.50), Free VRAM=33.3GiB, Time=1h 7m 17s][A
 31%|███       | 5858/18864 [1:07:18<2:28:54,  1.46it/s, Loss=0.005 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 18s][A
 31%|███       | 5859/18864 [1:07:18<2:28:53,  1.46it/s, Loss=0.005 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 18s][A
 31%|███       | 5859/18864 [1:07:19<2:28:53,  1.46it/s, Loss=0.010 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=1h 7m 19s][A
 31%|███       | 5860/18864 [1:07:19<2:28:50,  1.46it/s, Loss=0.010 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=1h 7m 19s][A
 31%|███       | 5860/18864 [1:07:19<2:28:50,  1.46it/s, Loss=0.008 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=1h 7m 19s][A
 31%|███       | 5861/18864 [1:07:19<2:28:49,  1.46it/s, Loss=0.008 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=1h 7m 19s][A
 31%|███       | 5861/18864 [1:07:20<2:28:49,  1.46it/s, Loss=0.235 (L1:0.33, MSE:0.23), Free VRAM=33.3GiB, Time=1h 7m 20s][A
 31%|███       | 5862/18864 [1:07:20<2:28:46,  1.46it/s, Loss=0.235 (L1:0.33, MSE:0.23), Free VRAM=33.3GiB, Time=1h 7m 20s][A
 31%|███       | 5862/18864 [1:07:21<2:28:46,  1.46it/s, Loss=0.148 (L1:0.27, MSE:0.15), Free VRAM=33.3GiB, Time=1h 7m 21s][A
 31%|███       | 5863/18864 [1:07:21<2:28:46,  1.46it/s, Loss=0.148 (L1:0.27, MSE:0.15), Free VRAM=33.3GiB, Time=1h 7m 21s][A
 31%|███       | 5863/18864 [1:07:21<2:28:46,  1.46it/s, Loss=0.006 (L1:0.04, MSE:0.01), Free VRAM=33.3GiB, Time=1h 7m 21s][A
 31%|███       | 5864/18864 [1:07:21<2:28:44,  1.46it/s, Loss=0.006 (L1:0.04, MSE:0.01), Free VRAM=33.3GiB, Time=1h 7m 21s][A
 31%|███       | 5864/18864 [1:07:22<2:28:44,  1.46it/s, Loss=0.094 (L1:0.22, MSE:0.09), Free VRAM=33.3GiB, Time=1h 7m 22s][A
 31%|███       | 5865/18864 [1:07:22<2:28:44,  1.46it/s, Loss=0.094 (L1:0.22, MSE:0.09), Free VRAM=33.3GiB, Time=1h 7m 22s][A
 31%|███       | 5865/18864 [1:07:23<2:28:44,  1.46it/s, Loss=0.005 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 23s][A
 31%|███       | 5866/18864 [1:07:23<2:28:44,  1.46it/s, Loss=0.005 (L1:0.05, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 23s][A
 31%|███       | 5866/18864 [1:07:23<2:28:44,  1.46it/s, Loss=0.188 (L1:0.32, MSE:0.19), Free VRAM=33.3GiB, Time=1h 7m 23s][A
 31%|███       | 5867/18864 [1:07:23<2:28:43,  1.46it/s, Loss=0.188 (L1:0.32, MSE:0.19), Free VRAM=33.3GiB, Time=1h 7m 23s][A
 31%|███       | 5867/18864 [1:07:24<2:28:43,  1.46it/s, Loss=0.005 (L1:0.05, MSE:0.01), Free VRAM=33.3GiB, Time=1h 7m 24s][A
 31%|███       | 5868/18864 [1:07:24<2:28:45,  1.46it/s, Loss=0.005 (L1:0.05, MSE:0.01), Free VRAM=33.3GiB, Time=1h 7m 24s][A
 31%|███       | 5868/18864 [1:07:25<2:28:45,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 25s][A
 31%|███       | 5869/18864 [1:07:25<2:28:47,  1.46it/s, Loss=0.002 (L1:0.03, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 25s][A
 31%|███       | 5869/18864 [1:07:26<2:28:47,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 25s][A
 31%|███       | 5870/18864 [1:07:26<2:28:45,  1.46it/s, Loss=0.001 (L1:0.02, MSE:0.00), Free VRAM=33.3GiB, Time=1h 7m 25s][A
